"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",4.85110073816065,1.33605840489907,3.63090469725918,0.000390932312182504
"Ph.l1",0.414920770034781,0.0194086494191934,21.3781371940523,1.13907485983107e-46
"Tdelta",2.08410262664759,0.0925655125212627,22.5148931808579,3.50240721204571e-49
"Gv",-0.0844532112197227,0.002498224353802,-33.8052949852943,1.20584550818183e-70
