"question","phi1","phi2","stationary","root","real","imaginary","modulus"
"1.3",-0.6,-0.3,TRUE,"z1",-0.32449979983984,-1.14895387083616e-21,0.32449979983984
"1.3",-0.6,-0.3,TRUE,"z2",0.92449979983984,1.14895387083616e-21,0.92449979983984
