"lag","TdeltaIR","GvIR"
0,0.54110459098494,-0.0966874205996037
1,1.41974644356644,-0.028900998431251
2,-0.190373951600758,-0.0109243462918468
3,2.24437426072709,0.0059757173535339
4,-1.442140192138,-0.0099954246269206
5,0.258584222771862,-0.00652304877891749
6,0.477443627371182,-0.00304576200495836
7,0.369541329002579,-0.00247166195556348
8,0.538023502077165,0.00199352936286462
9,-0.307148772512536,-0.00119663288430332
10,0.115611760513317,0.000711766423835522
